user,tweet,date,likes,geo,coordinates,place,user_loc,query
EcoMilder,Wow! This is so beautiful. Everyone who came to stand in solidarity with Asiwaju Bola Tinubu and Shettima at the Teslim Balogun stadium in Lagos state are so happy. So much Joy on their faces. They are so excited to be here. Awwwww 🥹#GodforbidBAThing https://t.co/13bl3Iv8M8,2022-11-26 16:49:07+00:00,0,,,"Place(_api=<tweepy.api.API object at 0x10e48fbe0>, id='00817d75276a95cf', url='https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', place_type='city', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10e48fbe0>, type='Polygon', coordinates=[[[3.2131467, 6.4278856], [3.4640641, 6.4278856], [3.4640641, 6.5583389], [3.2131467, 6.5583389]]]), attributes={})",Nigeria,bola tinubu
MUkwenu,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:49:07+00:00,0,,,,,bola tinubu
Exitednpoweryou,"RT @Mr_JAGs: TODAY IN LAGOS for ASIWAJU BOLA AHMED TINUBU @officialABAT and @jidesanwoolu 

E SOAK !!!!! 🔥🔥🔥🙏🏽

#BAT2023 

#TINUBU2023 http…",2022-11-26 16:49:03+00:00,0,,,,Nigeria,bola tinubu
taophic_o,"RT @DeeOneAyekooto: ""Bola son of Tinubu, Lion the son of Asabi....."" https://t.co/2gII0AdRO3",2022-11-26 16:49:02+00:00,0,,,,,bola tinubu
emmydo180,"RT @MuchTalksBlog1: Watch moment when a hired pastor with N2k, said Let Asiwaju Bola Ahmed Tinubu be the “Next God Of Nigeria” 🙆🏾‍♂️🙆🏾‍♂️…",2022-11-26 16:49:01+00:00,0,,,,Nigeria,bola tinubu
GbollayV,"RT @GbollayV: So it's everyday now..
Asiwaju Bola Tinubu

""APV APC""",2022-11-26 16:49:01+00:00,0,,,,Nigeria,bola tinubu
juderaymond55,RT @Fullness_101: Imagine having a government where you do not have to protest because the government listens to you and acts accordingly?…,2022-11-26 16:49:01+00:00,0,,,,Nigeria,bola tinubu
Chuxtapose20,RT @VictorIsrael_: Asiwaju bola Ahmed Tinubu drops another banger. Oga said we should go and collect our APV. When did INEC change PVC to A…,2022-11-26 16:49:00+00:00,0,,,,"Lagos, Nigeria",bola tinubu
OlalekanYakub1,"RT @DeeOneAyekooto: ""Bola son of Tinubu, Lion the son of Asabi....."" https://t.co/2gII0AdRO3",2022-11-26 16:48:59+00:00,0,,,,"Lagos, Nigeria",bola tinubu
NwamaraRaphael,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:48:58+00:00,0,,,,Nigeria,bola tinubu
Sen_Jhibola2023,RT @akinalabi: Bola Tinubu Asiwaju… Ekun omo Asabi 🐅 https://t.co/bw8zGVYe3j,2022-11-26 16:48:56+00:00,0,,,,,bola tinubu
Blaqatomcomedy,"RT @TinubuOclock: Emi Bola Tinubu, Ekun omo Asabi 

Only Yoruba will understand that head shaking.Tinubu wil defeat atiku and obi like kids…",2022-11-26 16:48:55+00:00,0,,,,"Abuja, Nigeria",bola tinubu
Uizkiss2,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:48:53+00:00,0,,,,,bola tinubu
Ade_Nurayn,"RT @Mr_JAGs: TODAY IN LAGOS for ASIWAJU BOLA AHMED TINUBU @officialABAT and @jidesanwoolu 

E SOAK !!!!! 🔥🔥🔥🙏🏽

#BAT2023 

#TINUBU2023 http…",2022-11-26 16:48:53+00:00,0,,,,West Africa - Nigeria.,bola tinubu
WERULEDWORLD,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:51+00:00,0,,,,,bola tinubu
Uizkiss2,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:48:50+00:00,0,,,,,bola tinubu
MsughKelvin,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:48:49+00:00,0,,,,"Benue, Nigeria",bola tinubu
NgoziObinwa5,"RT @MuchTalksBlog1: Watch moment when a hired pastor with N2k, said Let Asiwaju Bola Ahmed Tinubu be the “Next God Of Nigeria” 🙆🏾‍♂️🙆🏾‍♂️…",2022-11-26 16:48:47+00:00,0,,,,,bola tinubu
JoshEnakarhire,"RT @g_makuachukwu3: For the love of Asiwaju Bola Ahmed Tinubu and Sen Kashim Shettima, Lagos we're here!
#BATHomecoming https://t.co/JsCWHH…",2022-11-26 16:48:47+00:00,0,,,,"Lagos, Nigeria",bola tinubu
laweeskippo,"RT @jarmari01: This is what we call true love for the true son of the soil.

Lagos is home and it will always be home. Asiwaju Bola Ahmed T…",2022-11-26 16:48:46+00:00,0,,,,"Country Club Hills, IL",bola tinubu
oduntutu,"RT @JayJayMax8: Another banger, Tinubu said we should go and collect our APV. 

Abeg which one be APV again? Na PVC be APV? Hian! God abeg…",2022-11-26 16:48:45+00:00,0,,,,,bola tinubu
Abkrsuleiman,"RT @nafeezi: Markets were forced to shut down for Bola Tinubu's campaign

The totalitarian regime waiting to happen in the event of any mis…",2022-11-26 16:48:42+00:00,0,,,,Kaduna Nigeria ,bola tinubu
iam_tonyparis,"RT @IkukuomaC: Bola Amoda Escobat Tinubu asked his thugs to announce that market won't be opened today, That they should all go to Tinubu c…",2022-11-26 16:48:40+00:00,0,,,,"Abuja, Nigeria",bola tinubu
okwudilieze15,"RT @AfamDeluxo: If Bola Tinubu can be closing down markets and mandate traders to campaign for him, imagine what he would do as President o…",2022-11-26 16:48:39+00:00,0,,,,diaspora,bola tinubu
nikscletus212,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:48:39+00:00,0,,,,"St Paul, MN  ",bola tinubu
Exitednpoweryou,"RT @von_Bismack: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022.

This man need…",2022-11-26 16:48:37+00:00,0,,,,Nigeria,bola tinubu
biffamna,"RT @JaypeeGeneral: Another Banger: “Go and take your APV APC and you must vote.” Bola Ahmed Tinubu 

https://t.co/bYmDY8jgev",2022-11-26 16:48:35+00:00,0,,,,Nigeria,bola tinubu
favourstylz,RT @OOlusore: Bola Tinubu chose a Muslim-Muslim Ticket with the current situation of NIGERIA and you are PAINED that Peter Obi (Labour Part…,2022-11-26 16:48:35+00:00,0,,,,"Benin-City, Nigeria",bola tinubu
oduntutu,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:48:33+00:00,0,,,,,bola tinubu
asala1994,"RT @Kna_th: Go and get your APV APC and you must vote.😂😂😂

Truly, Asiwaju Bola Ahmed Tinubu’s health is suffering from MUL-TI-LI-PI-CATION…",2022-11-26 16:48:29+00:00,0,,,,"Lagos, Nigeria",bola tinubu
egbegba_,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:48:29+00:00,0,,,,"Warri, Nigeria",bola tinubu
Opemeepor,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:48:29+00:00,0,,,,"Lagos, Nigeria",bola tinubu
LegitDee150,"RT @SheikhAnalo: Lagosians were ordered to close their shops and go to Teslim Balogun Stadium to campaign for Bola Tinubu.

This is what I…",2022-11-26 16:48:27+00:00,0,,,,A.I Nigeria,bola tinubu
AnietieAkpaitam,"With this APV APC Asiwaju Bola Ahmed Tinubu is about to create a new dictionary of nonsense😂.

I blame Keyamo, Omojuwa and other intellectuals following him.

Everything has failed our City boy.",2022-11-26 16:48:27+00:00,0,,,,Nigeria,bola tinubu
Connect_40,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:26+00:00,0,,,,Land of the Rising sun,bola tinubu
36Kinniun,"RT @OhinoyiRay1: Meet the Chief Of Staff to Kogi State Governor @Pharm_Asuku. The young and energetic leader is fully #Jagaban. 

Kogi Stat…",2022-11-26 16:48:25+00:00,0,,,,"Iwakuni-shi, Yamaguchi",bola tinubu
ChizobaJuliet14,RT @VictorIsrael_: Wow! This is so beautiful. Everyone who came to stand in solidarity with Asiwaju Bola Tinubu and Shettima at the Teslim…,2022-11-26 16:48:25+00:00,0,,,,"Ikeja, Nigeria",bola tinubu
MistateeT,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:48:24+00:00,0,,,,"ÜT: 9.061195846063455,7.409117",bola tinubu
Uizkiss2,"RT @michael_belex: ""Go and take your APV APC and you must vote""

Today's banger 😂🤣😂

• Manifesto • Gistlover • Rufai • Asiwaju Bola Ahmed T…",2022-11-26 16:48:22+00:00,0,,,,,bola tinubu
doctapain,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:21+00:00,0,,,,"Kaduna, Nigeria",bola tinubu
ndprince84,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:48:18+00:00,0,,,,Jakarta Capital Region,bola tinubu
